NUANO,NUVOLUME,NUTRAMITE,FLTIPOPROCESSO,CDTIPOPARECER,CDMOTIVOTRAMI,FLPARECERASSINADO,FLTRAMIASSINADA,FLULTIMO,FLSITUACAO,FLSIGILOSO,FLPERMITERECUSA,FLBLOQUEIATRAMI,CDORGAOORIGEM,CDORGAOTRAMI
2017,0,2,L,,,,,,,N,S,0,7,1562
2018,1,5,F,,,,,S,E,N,S,0,2018,5893
2014,1,12,F,,,,,S,E,N,S,0,2008,2004
2018,1,10,F,,,,,S,E,N,S,0,51,5901
2018,1,16,F,,,,,S,E,N,S,0,50,2004
2018,1,12,F,1,4,,,S,E,N,S,0,,2012
2016,1,5,F,,,,,S,A,N,S,0,201,50
2018,1,28,F,,,,,N,E,N,S,0,50,2004
2018,1,5,F,4,,,,S,A,N,S,0,2012,93
2017,1,15,F,,,,,S,A,N,S,0,5901,2002
2018,1,6,F,4,,,,S,A,N,S,0,,608
2017,0,11,L,,,,,,,N,S,0,2012,50
2017,4,367,F,,,,,N,E,N,S,0,5901,92
2018,0,3,L,,,,,,,N,S,0,1537,50
2016,1,6,F,,,,,S,E,N,S,0,27,201
2017,1,14,F,,,,,S,R,N,S,0,50,2004
2017,0,9,L,,,,,,,N,S,0,2127,1791
2018,0,2,L,,,,,,,N,S,0,7,2012
2017,1,16,F,,,,,S,E,N,S,0,1537,6027
2018,1,12,F,,,,,S,E,N,S,0,201,2012
2018,1,3,F,4,,,,S,Q,N,S,0,2018,10
2018,0,8,L,,,,,,,N,S,0,92,5901
2018,1,10,F,4,,,,S,A,N,S,0,51,1006
2018,0,10,L,,,,,,,N,S,0,748,1537
2017,1,15,F,,,,,S,E,N,S,0,748,1537
2014,0,3,C,,,,,,,N,S,0,297,7
2018,1,2,F,4,,,,S,Q,N,S,0,10,7
2017,2,119,F,,,,,S,E,N,S,0,5901,2002
2018,0,20,L,,,,,,,N,S,0,53,2012
2018,0,9,L,,,,,,,N,S,0,7,50
2017,1,9,F,4,,,,S,Q,N,S,0,633,50
2017,0,5,L,,,,,,,N,S,0,7,6027
2017,11,434,F,,,,,N,E,N,S,0,92,2002
2017,13,439,F,,,,,N,E,N,S,0,92,2002
2018,0,4,C,,,,,,,N,S,0,7,5221
2017,1,7,F,4,,,,S,A,N,S,0,50,7
2017,0,32,L,,,,,,,N,S,0,6027,51
2017,1,1,F,,,,,N,E,N,,0,,1788
2017,1,5,F,,,,,S,E,N,S,0,201,1537
2018,0,6,L,,,,,,,N,S,0,2012,50
2018,1,12,F,,,,,S,E,N,S,0,33,2002
2017,0,5,L,,,,,,,N,S,0,6029,1537
2017,0,4,L,,,,,,,N,S,0,7,1006
2017,1,3,F,,,,,S,E,N,S,0,5893,2018
2017,1,4,F,4,,,,S,A,N,S,0,27,2012
2018,1,9,F,4,,,,S,Q,N,S,0,633,50
2018,0,6,L,,,,,,,N,S,0,633,2002
2017,1,8,F,,,,,S,E,N,S,0,1537,201
2017,11,11,F,,,,,S,E,N,,0,,1788
2017,0,4,L,,,,,,,N,S,0,1786,2
2018,1,35,F,,,,,N,E,N,S,0,5901,633
2017,0,1,L,,,,,,,N,,0,,2002
2018,0,3,L,,,,,,,N,S,0,6211,6211
2018,0,4,L,,,,,,,N,S,0,7,6062
2018,0,38,L,,,,,,,N,S,0,92,5901
2018,1,2,F,,,,,S,E,N,S,0,10,5893
2017,0,13,L,,,,,,,N,S,0,1537,2002
2017,1,2,F,,,,,S,E,N,S,0,,50
2018,0,4,L,,,,,,,N,S,0,7,6029
2018,1,6,F,4,,,,S,A,N,S,0,7,1006
2018,1,18,F,,,,,S,R,N,S,0,93,5901
2018,1,6,F,4,,,,S,A,N,S,0,608,2002
2017,1,10,F,,,,,S,E,N,S,0,50,2004
2018,1,7,F,4,,,,S,A,N,S,0,50,2012
2017,1,16,F,4,,,,S,Q,N,S,0,92,93
2018,0,4,L,,,,,,,N,S,0,7,83
2017,0,6,L,,,,,,,N,S,0,2012,50
2017,1,14,F,,,,,S,E,N,S,0,1996,608
2017,0,5,L,,,,,,,N,S,0,60,60
2018,0,5,L,,,,,,,N,S,0,2012,201
2018,1,5,F,,,,,S,E,N,S,0,2002,5901
2018,1,9,F,,,,,S,E,N,S,0,633,50
2018,0,39,L,,,,,,,N,S,0,51,5901
2018,1,3,F,,,,,S,E,N,S,0,1539,7
2017,1,52,F,,,,,N,R,N,S,0,92,5901
2017,1,4,F,,,,,S,E,N,S,0,2018,5893
2018,1,2,F,,,,,S,E,N,S,0,7,5221
2018,1,15,F,,,,,S,E,N,S,0,6027,1996
2018,0,3,L,,,,,,,N,S,0,7,6027
2018,0,4,L,,,,,,,N,S,0,6027,498
2017,1,10,F,4,,,,S,A,N,S,0,51,1006
2018,0,3,L,,,,,,,N,S,0,5901,7
2018,1,3,F,4,,,,S,A,N,S,0,1788,7
2017,2,195,F,4,,,,N,Q,N,S,0,633,2002
2016,3,160,F,4,,,,S,A,N,S,0,633,2002
2018,1,7,F,,,,,S,E,N,S,0,10,2018
2018,1,26,F,,,,,S,E,,S,0,7,5895
2018,0,12,L,,,,,,,N,S,0,92,2002
2018,1,6,F,1,,,,S,E,,S,0,51,5901
2018,1,9,F,4,,,,S,A,N,S,0,50,2004
2018,1,7,F,4,,,,S,A,N,S,0,7,10
2018,1,6,F,4,,,,S,R,N,S,0,2004,2006
2018,0,5,L,,,,,,,N,S,0,1,608
2018,0,3,C,,,,,,,N,S,0,6029,33
2018,0,9,L,,,,,,,N,S,0,51,5901
2018,0,3,L,,,,,,,N,S,0,6027,2002
2018,1,2,F,,,,,S,E,N,S,0,2012,201
2018,0,11,L,,,,,,,N,S,0,92,5901
2018,0,8,L,,,,,,,N,S,0,5901,93
2018,0,10,L,,,,,,,,S,0,51,5901
2018,0,6,L,,,,,,,N,S,0,7,1788
2018,1,14,F,,,,,N,E,N,S,0,1537,1996
2018,1,7,F,4,,,,S,A,N,S,0,1537,7
2018,1,4,F,4,,,,S,A,N,S,0,6029,7
2018,0,8,L,,,,,,,N,S,0,2012,93
2018,1,1,F,,,,,S,E,N,,0,,7
2018,0,5,L,,,,,,,N,S,0,608,1996
2018,0,4,L,,,,,,,N,S,0,7,92
2018,0,2,L,,,,,,,N,S,0,7,4
2018,0,25,L,,,,,,,N,S,0,51,2002
2018,0,9,L,,,,,,,,S,0,6074,5895
2018,1,7,F,4,,,,S,Q,N,S,0,50,2006
2018,1,12,F,4,,,,S,A,N,S,0,6029,1006
2018,0,3,L,,,,,,,N,S,0,53,92
2018,0,4,L,,,,,,,,S,0,87,51
2018,1,9,F,,,,,S,E,N,S,0,83,6215
2018,1,5,F,4,,,,S,A,N,S,0,2012,2006
2018,0,4,L,,,,,,,N,S,0,201,1537
2018,0,6,L,,,,,,,N,S,0,51,59
2018,0,2,L,,,,,,,N,S,0,7,6215
2018,0,6,C,,,,,,,N,S,0,498,7
2018,1,6,F,,,,,S,E,N,S,0,1537,2004
2018,0,3,L,,,,,,,N,S,0,2004,2006
2018,1,3,F,4,,,,S,A,N,S,0,50,2004
2018,0,8,L,,,,,,,N,S,0,51,1996
2018,0,6,L,,,,,,,N,S,0,1537,2012
2018,0,10,L,,,,,,,N,S,0,50,7
2018,1,14,F,,,,,S,E,N,S,0,50,2004
2018,0,2,L,,,,,,,N,S,0,7,1978
2018,0,3,G,,,,,,,N,S,0,7,50
2018,1,4,F,,,,,S,E,N,S,0,51,59
2016,2,88,F,,,,,S,E,N,S,0,92,2002
2018,0,17,L,,,,,,,N,S,0,1006,2002
2018,1,13,F,,,,,S,E,N,S,0,10,2018
2018,0,3,L,,,,,,,N,S,0,1539,3
2018,1,3,F,4,,,,S,A,N,S,0,,2004
2018,1,10,F,,,,,S,E,N,S,0,201,2004
2018,0,17,L,,,,,,,N,S,0,2012,2004
2018,1,7,F,,,,,S,E,N,S,0,1537,1788
2018,1,1,D,4,,,,S,A,N,,0,,1987
2018,0,39,L,,,,,,,N,S,0,51,2002
2018,0,2,L,,,,,,,N,S,0,7,498
2018,0,5,L,,,,,,,N,S,0,2012,92
2018,1,9,F,4,,,,S,A,N,S,0,7,50
2018,1,8,F,,,,,S,E,N,S,0,633,2002
2018,0,2,L,,,,,,,N,S,0,7,1017
2018,0,31,L,,,,,,,N,S,0,2002,633
2018,1,27,F,,,,,S,E,N,S,0,1537,2002
2018,1,4,F,4,,,,S,A,N,S,0,1537,50
2018,0,2,L,,,,,,,N,S,0,2006,50
2018,0,11,L,,,,,,,N,S,0,50,2006
2018,0,3,L,,,,,,,N,S,0,7,2012
2018,0,30,L,,,,,,,N,S,0,1537,2002
2017,3,246,F,,,,,S,E,N,S,0,5901,92
2018,0,3,L,,,,,,,N,S,0,6211,6229
2018,0,9,L,,,,,,,N,S,0,1006,1786
2018,1,31,F,4,,,,S,A,N,S,0,633,2002
2018,1,61,F,,,,,N,E,N,S,0,92,5901
2018,0,30,L,,,,,,,N,S,0,51,2002
2018,1,10,F,4,,,,S,Q,N,S,0,51,93
2018,0,2,G,,,,,,,N,S,0,10,50
2018,1,10,F,,,,,S,E,N,S,0,2002,92
2018,2,58,F,,,,,N,E,,S,0,5895,7
2018,0,9,L,,,,,,,N,S,0,7,1788
2018,0,3,L,,,,,,,N,S,0,1,6103
2018,0,3,L,,,,,,,N,S,0,51,87
2018,0,10,L,,,,,,,N,S,0,1,7
2017,2,81,F,,,,,S,E,N,S,0,51,5901
2018,1,7,F,,,,,S,E,N,S,0,5895,5984
2018,0,10,L,,,,,,,,S,0,1835,5895
2018,0,2,L,,,,,,,N,S,0,7,6221
2018,0,3,L,,,,,,,N,S,0,51,50
2018,0,3,L,,,,,,,N,S,0,1539,7
2018,0,1,C,,,,,,,N,,0,,1791
2018,0,6,L,,,,,,,N,S,0,6027,2002
2018,1,22,F,,,,,S,E,N,S,0,92,2002
2018,1,1,F,,,,,S,E,N,,0,,2002
2018,0,3,L,,,,,,,N,S,0,6029,2012
2017,1,6,F,4,,,,S,A,N,S,0,3,5932
2018,0,4,L,,,,,,,N,S,0,51,83
2018,0,3,L,,,,,,,N,S,0,1,5957
2018,0,2,L,,,,,,,N,S,0,93,633
2018,0,4,L,,,,,,,N,S,0,33,7
2018,1,12,F,4,,,,S,A,N,S,0,2012,2004
2018,1,17,F,1,,,,S,E,,S,0,7,51
2018,1,19,F,,,,,S,E,,S,0,5895,7
2018,0,3,L,,,,,,,N,S,0,1,62
2018,1,13,F,4,,,,S,A,N,S,0,201,93
2018,0,2,L,,,,,,,N,S,0,51,6211
2018,0,6,L,,,,,,,N,S,0,6217,6221
2018,2,5,F,,,,,S,E,N,S,0,,1996
2018,0,7,L,,,,,,,N,S,0,7,2002
2018,0,5,L,,,,,,,N,S,0,60,7
2018,1,12,F,4,,,,S,A,N,S,0,633,2002
2018,0,5,L,,,,,,,N,S,0,60,51
2018,0,14,L,,,,,,,N,S,0,7,83
2018,1,10,F,,,,,S,E,N,S,0,7,1
2018,1,3,F,,,,,S,E,N,S,0,50,623
2018,1,2,F,4,,,,S,A,N,S,0,,1
2018,1,9,F,4,,,,S,A,N,S,0,2012,2004
2018,0,5,L,,,,,,,N,S,0,51,5895
2018,1,4,F,,,,,S,E,N,S,0,1537,2002
2018,0,3,L,,,,,,,N,S,0,1,2002
2018,1,8,F,,,,,S,E,N,S,0,7,7
2017,2,44,F,4,,,,S,A,N,S,0,,5901
2018,1,6,F,,,,,S,E,N,S,0,50,7
2018,0,2,L,,,,,,,,S,0,2002,51
2018,1,5,F,4,,,,S,A,N,S,0,1537,50
2018,0,5,L,,,,,,,N,S,0,1788,2002
2018,1,4,F,1,5,,,S,E,N,S,0,,10
2010,2,1204,F,4,,,,N,Q,N,S,0,1788,2002
2018,0,2,L,,,,,,,N,S,0,10,93
2018,1,17,F,,,,,S,E,N,S,0,1537,1
2018,0,4,L,,,,,,,N,S,0,7,90
2018,1,5,F,,,,,S,E,N,S,0,1537,2012
2018,0,9,L,,,,,,,N,S,0,83,6222
2018,0,5,L,,,,,,,N,S,0,51,87
2012,0,3,L,4,,,,,,N,S,0,50,7
2012,0,5,C,,,,,,,N,S,0,7,498
2012,1,5,F,4,,,,S,A,N,S,0,1069,7
2012,0,4,L,4,,,,,,N,S,0,1069,1099
2015,0,2,C,,,,,,,N,S,0,7,1875
2015,0,47,L,,,,,,,N,S,0,51,5901
2015,0,2,L,,,,,,,N,S,0,7,92
2015,1,6,F,,,,,S,E,N,S,0,2008,2004
2013,0,2,L,,,,,,,N,S,0,7,53
2012,1,3,F,4,,,,S,A,N,S,0,1,51
2014,0,19,L,,,,,,,N,S,0,2002,51
2012,0,2,L,,,,,,,N,S,0,8,1
2012,0,7,L,,,,,,,N,S,0,27,2008
2013,0,2,L,,,,,,,N,S,0,7,1786
2012,1,3,F,,,,,S,E,N,S,0,8,1073
2013,1,4,F,4,,,,S,A,N,S,0,53,93
2013,0,3,L,,,,,,,N,S,0,50,2006
2012,1,5,F,,,,,S,E,N,S,0,777,2002
2012,0,2,L,,,,,,,N,S,0,7,1786
2012,0,4,L,,,,,,,N,S,0,1539,1
2013,0,2,C,,,,,,,N,S,0,7,498
2011,6,85,F,,,,,S,R,N,S,0,2014,2002
2015,0,4,L,,,,,,,N,S,0,7,50
2015,0,8,L,,,,,,,N,S,0,92,93
2016,0,113,L,,,,,,,N,S,0,51,5901
2016,1,13,F,,,,,S,E,N,S,0,27,2012
2016,1,2,F,,,,,S,E,N,S,0,7,498
2011,1,3,F,4,,,,S,Q,N,S,0,51,2002
2011,1,17,F,4,,,,S,A,N,S,0,1537,2002
2013,1,4,F,,,,,S,E,N,S,0,1,1875
2013,1,5,F,,,,,S,E,N,S,0,7,653
2014,0,3,C,,,,,,,N,S,0,7,498
2011,1,2,F,4,,,,S,A,N,S,0,7,2008
2013,1,5,F,4,,,,S,A,N,S,0,2,93
2013,1,5,F,,,,,S,E,N,S,0,27,50
2013,1,22,F,4,,,,S,A,N,S,0,1537,1996
2011,1,5,F,4,,,,S,A,N,S,0,32,51
2012,0,1,C,4,,,,,,N,,0,,1539
2000,1,4,F,4,,,,S,A,N,S,0,51,2002
2017,0,3,L,,,,,,,N,S,0,6029,201
2012,0,3,L,,,,,,,N,S,0,7,50
2002,1,1,F,,,N,N,S,E,N,S,0,,7
2002,1,3,F,,,,,S,E,N,S,0,51,2002
2015,1,3,F,,,,,S,E,N,S,0,7,5307
2015,1,2,F,4,,,,S,A,N,S,0,7,433
2015,0,3,L,,,,,,,N,S,0,6029,50
2013,0,1,L,1,2,,,,,N,,0,,2008
2013,0,2,L,,,,,,,N,S,0,1,1
2013,0,3,L,,,,,,,N,S,0,10,7
2013,1,6,F,4,,,,S,A,N,S,0,53,27
2002,1,3,F,4,,,,S,A,N,S,0,51,2002
2013,0,5,L,,,,,,,N,S,0,59,7
2003,1,2,F,4,,,,S,A,N,S,0,7,1
2013,0,2,L,,,,,,,N,S,0,7,2008
2017,0,2,L,,,,,,,N,S,0,10,50
2003,1,1,F,4,,N,N,S,A,N,S,0,,7
2014,0,1,L,,,,,,,N,,0,,1
2014,0,5,L,,,,,,,N,S,0,27,2008
2003,1,5,F,,,,,S,E,N,S,0,1,2002
2014,0,3,L,,,,,,,N,S,0,7,27
2014,1,4,F,,,,,S,E,N,S,0,2008,2004
2013,0,3,L,4,,,,,,N,S,0,27,7
2013,0,2,L,4,,,,,,N,S,0,1,10
2013,0,12,L,,,,,,,N,S,0,1,7
2013,0,2,L,,,,,,,N,S,0,7,90
2005,1,1,F,,,N,N,S,E,N,S,0,,7
2015,0,2,C,,,,,,,N,S,0,7,431
2015,0,2,C,,,,,,,N,S,0,7,144
2015,0,2,C,,,,,,,N,S,0,7,283
2012,0,3,L,4,,,,,,N,S,0,1099,2004
2013,1,6,F,4,,,,S,Q,N,S,0,92,93
2013,0,2,L,,,,,,,N,S,0,7,1771
2015,0,7,L,,,,,,,N,S,0,7,7
2006,1,1,F,,,N,N,S,E,N,S,0,,7
2012,1,84,F,4,,,,N,A,N,S,0,51,5901
2013,0,3,L,,,,,,,N,S,0,7,53
2017,0,1,L,,,,,,,N,,0,,50
2016,0,2,L,,,,,,,N,S,0,7,6029
2016,0,4,L,,,,,,,N,S,0,1,7
2016,0,2,L,,,,,,,N,S,0,7,92
2013,0,10,L,,,,,,,N,S,0,2008,2004
2006,1,1,F,4,,N,N,S,A,N,S,0,,7
2013,1,13,F,,,,,S,Q,N,S,0,1,7
2015,1,67,F,4,,,,N,A,N,S,0,633,51
2015,0,3,C,,,,,,,N,S,0,7,1875
2015,0,4,L,,,,,,,,S,0,7,1006
2012,1,1,F,4,,,,S,A,N,,0,,1
2015,1,6,F,,,,,S,E,N,S,0,633,50
2015,0,3,L,,,,,,,N,S,0,1537,10
2015,1,4,F,4,,,,S,A,N,S,0,7,27
2006,1,12,F,4,,,,S,R,N,S,0,51,2002
2015,0,72,L,,,,,,,N,S,0,633,2002
2015,1,89,F,4,,,,N,Q,N,S,0,633,2002
2012,0,3,L,,,,,,,N,S,0,1537,51
2014,0,3,L,,,,,,,N,S,0,7,50
2013,1,73,F,4,,,,S,Q,N,S,0,51,2002
2013,0,5,L,,,,,,,N,S,0,27,50
2013,0,3,L,,,,,,,N,S,0,1537,51
2013,0,1,C,,,,,,,N,,0,,1539
2015,0,2,L,,,,,,,N,S,0,7,1539
2007,1,4,F,4,,,,S,A,N,S,0,7,27
2007,1,2,F,4,,,,S,A,N,S,0,7,1069
2012,1,1,F,,,,,S,E,N,,0,,1051
2012,0,5,L,,,,,,,N,S,0,1069,1099
2007,1,2,F,4,,,,S,A,N,S,0,7,432
2012,0,2,L,4,,,,,,N,S,0,1,7
2015,0,2,C,,,,,,,N,S,0,7,298
2013,1,39,F,4,,,,S,Q,N,S,0,93,5901
2007,1,2,F,4,,,,S,A,N,S,0,7,51
2012,0,1,L,,,,,,,N,,0,,1099
2013,1,3,F,4,,,,S,A,N,S,0,7,50
2013,1,10,F,,,,,S,Q,N,S,0,2,93
2012,1,4,F,4,,,,S,A,N,S,0,1069,7
2012,1,5,F,4,,,,S,A,N,S,0,1875,1
2013,0,3,L,,,,,,,N,S,0,27,50
2016,0,4,L,,,,,,,N,S,0,27,93
2016,0,2,L,,,,,,,N,S,0,7,1786
2015,1,8,F,,,,,S,E,N,S,0,2008,2004
2012,0,3,C,,,,,,,N,S,0,37,1
2012,0,4,L,,,,,,,N,S,0,50,7
2012,1,5,F,4,,,,S,A,N,S,0,2127,1788
2015,0,3,L,,,,,,,N,S,0,27,201
2008,1,39,F,,,,,S,Q,N,S,0,2012,50
2008,1,4,F,4,,,,S,Q,N,S,0,7,1539
2013,1,4,F,4,,,,S,A,N,S,0,7,27
2013,0,2,L,,,,,,,N,S,0,50,51
2008,1,5,F,4,,,,S,Q,N,S,0,1,7
2018,0,4,L,,,,,,,N,S,0,2012,93
2018,0,3,L,,,,,,,N,S,0,7,50
2018,0,2,L,,,,,,,N,S,0,7,1786
2018,0,1,L,,,,,,,N,,0,,7
2013,1,9,F,,,,,S,R,N,S,0,27,50
2012,1,8,F,4,,,,S,A,N,S,0,633,1791
2012,1,2,F,,,,,S,E,N,S,0,1539,1875
2012,0,3,L,4,,,,,,N,S,0,1539,7
2013,0,1,L,1,2,,,,,N,,0,,7
2012,0,4,L,,,,,,,N,S,0,7,1539
2013,1,3,F,,,,,S,A,N,S,0,433,1
2013,0,6,L,,,,,,,N,S,0,2008,27
2013,1,12,F,,,,,S,E,N,S,0,7,1788
2012,0,8,L,4,,,,,,N,S,0,7,50
2016,0,5,L,,,,,,,N,S,0,2012,201
2016,0,3,L,,,,,,,N,S,0,1,5932
2012,0,2,L,4,,,,,,N,S,0,7,1986
2012,0,6,L,,,,,,,N,S,0,7,50
2012,1,26,F,,,,,S,E,N,S,0,27,50
2008,1,2,F,4,,,,S,A,N,S,0,7,51
2015,0,4,L,,,,,,,N,S,0,7,602
2015,1,21,F,,,,,S,Q,N,S,0,27,50
2017,0,4,L,,,,,,,N,S,0,27,93
2017,0,7,L,,,,,,,N,S,0,2012,50
2013,0,2,C,4,,,,,,N,S,0,1,10
2013,0,3,L,,,,,,,N,S,0,1537,658
2014,0,2,L,,,,,,,N,S,0,35,2002
2014,0,2,L,,,,,,,N,S,0,1,50
2009,1,2,F,,,,,S,E,N,S,0,7,1
2012,0,2,L,,,,,,,N,S,0,1069,1064
2009,1,1,F,,,N,N,S,A,N,S,0,,7
2012,0,3,L,4,,,,,,N,S,0,1537,7
2009,1,5,F,4,,,,S,A,N,S,0,7,52
2009,1,114,F,4,,,,N,Q,N,S,0,633,2002
2012,1,14,F,,,,,S,E,N,S,0,51,1791
2012,0,5,C,,,,,,,N,S,0,1017,1
2013,1,7,F,4,,,,S,Q,N,S,0,2,93
2009,1,105,F,4,,,,N,Q,N,S,0,633,2002
2009,1,3,F,,,,,S,E,N,S,0,2006,10
2012,0,2,L,,,,,,,N,S,0,50,7
2012,1,9,F,4,,,,S,A,N,S,0,7,50
2012,1,3,F,4,,,,S,A,N,S,0,1537,51
2012,1,7,F,4,,,,S,A,N,S,0,51,53
2012,1,9,F,4,,,,S,A,N,S,0,51,53
2012,0,4,L,4,,,,,,N,S,0,51,1006
2012,0,4,L,,,,,,,N,S,0,7,1875
2009,1,211,F,4,,,,N,Q,N,S,0,2002,5901
2015,1,7,F,4,,,,S,A,N,S,0,7,50
2015,1,11,F,4,,,,S,A,N,S,0,7,27
2009,1,132,F,4,,,,N,Q,N,S,0,633,2002
2013,1,2,F,4,,,,S,A,N,S,0,1537,1996
2013,0,2,L,,,,,,,N,S,0,1,1875
2015,0,2,C,,,,,,,N,S,0,7,524
2012,1,7,F,,,,,S,E,N,S,0,52,5287
2012,0,10,L,,,,,,,N,S,0,633,1791
2010,1,22,F,4,,,,S,A,N,S,0,633,2002
2014,1,2,F,,,,,S,E,N,S,0,7,1788
2014,0,3,L,,,,,,,N,S,0,50,2008
2010,1,5,F,4,,,,S,A,N,S,0,51,93
2014,0,5,L,,,,,,,N,S,0,7,50
2016,0,3,L,,,,,,,N,S,0,50,2006
2012,0,2,L,,,,,,,N,S,0,1069,179
2012,0,3,C,,,,,,,N,S,0,1,1875
2012,1,5,F,4,,,,S,A,N,S,0,9,1069
2012,0,5,C,,,,,,,N,S,0,1875,1
2012,1,2,F,4,,,,S,A,N,S,0,1069,1099
2012,0,18,L,,,,,,,N,S,0,27,2012
2013,1,4,F,4,,,,S,Q,N,S,0,7,50
2013,0,1,G,,,,,,,N,,0,,7
2013,1,7,F,4,,,,S,A,N,S,0,2,93
2013,1,18,F,,,,,S,A,N,S,0,633,2002
2012,0,3,C,,,,,,,N,S,0,163,1
2010,1,7,F,4,,,,S,Q,N,S,0,83,51
2013,1,6,F,4,,,,S,A,N,S,0,7,2008
2013,0,2,C,,,,,,,N,S,0,7,5307
2012,1,5,F,4,,,,S,Q,N,S,0,,7
2010,1,3,F,,,,,S,E,N,S,0,772,2142
2013,0,4,L,,,,,,,N,S,0,1,1881
2012,1,10,F,4,,,,S,Q,N,S,0,7,50
2012,0,15,L,,,,,,,N,S,0,27,50
2012,0,2,L,,,,,,,N,S,0,1,1537
2015,1,14,F,4,,,,S,Q,N,S,0,27,50
2014,0,8,L,,,,,,,N,S,0,27,50
2014,0,4,L,,,,,,,N,S,0,7,27
2012,0,6,L,,,,,,,N,S,0,1539,7
2013,1,3,F,4,,,,S,A,N,S,0,1537,7
2013,1,16,F,,,,,S,A,N,S,0,6029,7
2012,1,31,F,4,,,,S,A,N,S,0,1537,1996
2013,0,12,L,,,,,,,N,S,0,1539,7
2013,0,61,L,,,,,,,N,S,0,51,5901
2013,1,7,F,4,,,,S,A,N,S,0,1539,7
2010,1,2,F,,,,,S,E,N,S,0,7,51
2010,1,47,F,4,,,,N,Q,N,S,0,2002,51
2012,0,3,C,,,,,,,N,S,0,5287,1
2010,1,3,F,4,,,,S,A,N,S,0,1,27
2012,1,5,F,1,,,,S,E,N,S,0,51,1791
2013,0,1,L,,,,,,,N,,0,,1537
2012,1,2,F,4,,,,S,A,N,S,0,1,1
2010,1,3,F,4,,,,S,A,N,S,0,50,7
2010,1,6,F,4,,,,S,A,N,S,0,7,50
2012,1,6,F,4,,,,S,A,N,S,0,,50
2013,0,9,L,,,,,,,N,S,0,2002,32
2012,0,11,L,,,,,,,N,S,0,3,7
2010,1,2,F,,,,,S,E,N,S,0,7,3
2012,1,19,F,,,,,S,A,N,S,0,51,2002
2015,0,2,C,,,,,,,N,S,0,7,445
2010,1,1197,F,4,,,,N,Q,N,S,0,1788,2002
2010,2,440,F,4,,,,N,Q,N,S,0,633,2002
2010,4,442,F,4,,,,N,Q,N,S,0,633,2002
2010,1,3,F,,,,,S,E,N,S,0,1,51
2015,0,5,L,,,,,,,N,S,0,1,7
2018,1,1,F,4,,,,S,A,N,,0,,1791
2012,0,3,L,,,,,,,N,S,0,1537,61
2012,0,4,C,,,,,,,N,S,0,1,1
2012,0,3,C,,,,,,,N,S,0,213,1539
2012,0,2,L,4,,,,,,N,S,0,1,1986
2011,1,4,F,,,,,S,E,N,S,0,7,52
2011,1,5,F,4,,,,S,A,N,S,0,1,7
2012,1,3,F,,,,,S,E,N,S,0,154,1875
2012,0,4,L,4,,,,,,N,S,0,2004,50
2011,1,3,F,4,,,,S,A,N,S,0,51,2002
2016,1,1,F,4,,,,S,A,N,,0,,10
2015,1,2,F,,,,,S,E,N,S,0,2008,2004
2015,0,4,L,,,,,,,N,S,0,27,201
2011,1,49,F,4,,,,N,Q,N,S,0,633,2002
2014,0,6,L,,,,,,,N,S,0,53,93
2014,0,10,L,,,,,,,N,S,0,27,50
2011,1,11,F,4,,,,S,Q,N,S,0,633,2002
2011,1,2,F,4,,,,S,A,N,S,0,7,53
2012,1,3,F,4,,,,S,A,N,S,0,633,7
2013,0,3,C,,,,,,,N,S,0,1,1875
2012,0,5,L,,,,,,,N,S,0,27,2012
2013,0,5,L,,,,,,,N,S,0,7,1791
2012,1,14,F,4,,,,S,Q,N,S,0,1537,1996
2012,1,2,F,,,,,S,E,N,S,0,7,1
2013,1,4,F,,,,,S,E,N,S,0,1539,1758
2012,1,34,F,4,,,,S,A,N,S,0,51,5901
2012,1,3,F,4,,,,S,Q,N,S,0,633,7
2012,1,5,F,4,,,,S,A,N,S,0,1,1996
2012,1,8,F,,,,,S,A,N,S,0,7,50
2012,1,6,F,,,,,S,E,N,S,0,7,50
2012,0,3,C,,,,,,,N,S,0,1976,1
2012,1,8,F,4,,,,S,Q,N,S,0,7,50
2012,0,3,L,,,,,,,N,S,0,1,1
2012,1,2,F,4,,,,S,A,N,S,0,7,7
2012,1,8,F,4,,,,S,A,N,S,0,27,50
2012,0,2,L,,,,,,,N,S,0,2004,50
2012,1,11,F,4,,,,S,Q,N,S,0,1,2002
2012,1,5,F,,,,,S,E,N,S,0,213,7
2012,1,31,F,4,,,,S,Q,N,S,0,59,1996
2012,0,6,C,,,,,,,N,S,0,213,1
2012,1,5,F,4,,,,S,A,N,S,0,7,53
2012,1,6,F,4,,,,S,A,N,S,0,53,7
2012,1,4,F,4,,,,S,Q,N,S,0,1788,7
2012,1,6,F,,,,,S,E,N,S,0,1537,1537
2012,1,3,F,4,,,,S,A,N,S,0,9,8
2012,1,5,F,,,,,S,E,N,S,0,7,1539
2011,1,6,F,4,,,,S,A,N,S,0,51,5901
2011,1,8,F,,,,,S,E,N,S,0,7,1539
2015,1,4,F,4,,,,S,A,N,S,0,1006,92
2012,0,4,L,,,,,,,N,S,0,7,32
2012,0,2,C,,,,,,,N,S,0,7,1537
2011,1,2,F,4,,,,S,A,N,S,0,7,1069
2012,0,3,L,,,,,,,N,S,0,1539,61
2012,0,3,L,,,,,,,N,S,0,1539,51
2014,1,19,F,4,,,,S,A,N,S,0,1537,51
