NUANO,FLTIPOPROCESSO,NUTRAMITE,CDASSUNTO,CDTIPOPARECER,CDSETORRESP,CDSETORABERTURA,CDSETORAUTUACAO,CDTIPOPROCESSO,CDUSUARIO,CDSETORORIGEM,CDSETORDESTINO
2018,L,5,80,1,1537,7,,1,MMANDRADE,1537,7
2018,L,3,80,1,1537,7,,1,ILIMA,53,50
2018,L,7,80,,1537,7,,1,JSOUZA,1537,53
2018,L,7,93,,50,50,,1,MMARTINS,50,2004
2018,L,5,93,1,50,50,,1,HMARTINELLI,1537,7
2018,L,3,80,1,1537,7,,1,SRPATRICIO,7,1
2018,L,3,80,1,1537,7,,1,NELIZA,1537,50
2018,L,3,78,1,7,7,,1,MMANDRADE,83,7
2018,L,7,3,,50,7,,1,FEMSANTOS,2004,50
2018,L,5,3,1,50,7,,1,ALIGARAUJO,6029,50
2018,L,2,16,1,2004,2004,,1,MMARTINS,2004,50
2018,L,3,89,1,50,50,,1,RKRAUS,2012,50
2018,L,5,75,,7,7,,1,PPASSOLD,2004,50
2018,L,3,80,1,2004,7,,1,NELIZA,1537,6020
2018,L,3,75,,50,7,,1,MMANDRADE,7,6214
2018,L,4,49,1,53,7,,1,ALIGARAUJO,6029,53
2018,L,3,49,1,53,7,,1,LAVILLA,7,6029
2018,L,4,24,1,50,7,,1,MMARTINS,50,2004
2018,L,4,13,1,50,7,,1,FGCRUZ,2004,7
2018,L,8,89,,53,7,,1,ISRICARTE,2012,93
2018,L,6,94,1,50,7,,1,SAKOERICH,2004,7
2018,L,3,75,,50,7,,1,TMBATISTA,50,2012
2018,L,5,80,1,1,7,,1,MGHENRIQUE,2002,60
2018,L,3,16,,6029,7,,1,KCIPRIANI,6029,50
2018,L,2,80,1,1,7,10,1,LAVILLA,7,1
2018,L,2,98,1,7,7,7,1,SRPATRICIO,7,6211
2018,L,5,80,,1,7,,1,GMAY,32,7
2018,L,3,23,,1537,7,,1,NELIZA,1537,2004
2018,L,3,111,1,50,50,7,1,MMANDRADE,1537,7
2018,L,3,110,,51,1791,,1,RAOLIVEIRA,6211,1791
2018,L,3,80,,1,7,,1,SRPATRICIO,1,60
2018,L,7,94,1,50,7,,1,SRPATRICIO,2004,7
2018,L,6,19,,50,7,,,PPASSOLD,50,2004
2018,L,5,89,1,50,7,,1,MSARTOR,2012,6029
2018,L,3,80,,1,7,,1,MROSA,53,92
2018,L,6,80,1,1537,7,,1,ISA,1987,1537
2018,L,3,14,,1,7,,1,AHSANTOS,1,2
2018,L,2,74,,6230,6230,,1,MVALERIO,6230,50
2018,L,6,16,1,6029,7,,1,LJACQUES,50,2004
2018,L,2,16,1,6029,7,,1,SFLUZ,7,1
2018,L,7,16,,6029,7,,1,FEMSANTOS,2004,50
2018,L,3,70,1,1537,7,,1,AHSANTOS,1537,1
2018,L,6,101,,7,7,,1,MMANDRADE,7,50
2018,L,4,49,1,50,7,,1,APISANI,10,50
2018,L,8,19,1,50,7,,1,ISRICARTE,2012,50
2018,L,6,89,1,50,7,,1,ISRICARTE,2012,50
2018,L,2,23,1,1537,7,,,LAVILLA,7,1537
2018,L,3,6,1,1,7,7,1,AMOLIVEIRA,1,7
2018,L,2,6,1,1,7,7,1,SRPATRICIO,7,1
2018,L,2,10,1,1,7,7,1,SRPATRICIO,7,1
2018,L,9,10,1,1,7,7,1,LJACQUES,50,1537
2018,L,6,10,1,1,7,7,1,MCONCEICAO,1978,7
2018,L,4,7,1,50,50,7,1,LJACQUES,50,7
2018,L,6,89,,53,7,,1,CLCCOSTA,2012,93
2018,L,9,20,,50,7,,1,LJACQUES,50,2004
2018,L,2,80,1,1,7,7,1,NELIZA,7,1
2018,L,4,16,1,2004,2004,,1,LJACQUES,7,50
2018,L,2,78,1,1,7,,1,NELIZA,7,1539
2018,L,2,89,1,1397,7,,1,VACSOUZA,7,6029
2018,L,2,23,1,1537,7,,1,SFLUZ,7,1537
2018,L,2,7,,7,7,,1,SRPATRICIO,7,10
2018,L,4,24,1,50,7,,,PPASSOLD,50,2004
2018,L,10,89,1,7,7,,1,SRPATRICIO,7,2012
2018,L,4,7,1,1,7,,1,SRPATRICIO,7,7
2018,L,2,7,1,1,7,,1,NELIZA,7,6029
2018,L,5,7,,1,7,,1,SRPATRICIO,7,2006
2018,L,15,23,,7,7,,1,LJACQUES,50,2004
2018,L,13,23,1,7,7,,1,MMANDRADE,7,7
2018,L,3,74,1,50,7,,1,ALIGARAUJO,6029,50
2018,L,3,16,1,348,7,,1,MTRICHARTZ,6029,50
2018,L,2,6,1,2010,2010,,1,RSDEMELO,2010,2012
2018,L,2,38,1,1537,7,,1,SFLUZ,7,1537
2018,L,3,80,1,1537,7,,1,NELIZA,33,7
2018,L,4,94,1,1,7,2004,1,VASILVA,2004,7
2018,L,3,80,,7,7,,1,BVIEIRA,6080,1978
2018,L,3,75,,50,7,,1,EKZAPPELINI,50,2012
2018,L,6,89,1,6029,7,,1,REBSOUZA,633,53
2018,L,6,80,1,7,7,,1,PRSOUZA,1788,7
2018,L,4,80,1,7,7,,1,MMVALE,6211,6211
2018,L,5,80,1,7,7,,1,TGBARROS,6211,1788
2018,L,3,15,,7,7,,1,AHSANTOS,1537,2012
2018,L,2,80,1,1537,7,7,1,LAVILLA,7,1537
2018,L,3,91,1,2002,2002,,1,AHSANTOS,1537,6027
2018,L,4,98,1,1538,7,,1,GERSON,51,2002
2018,L,3,92,,7,7,,1,ALIGARAUJO,6029,1006
2018,L,4,80,,1,7,,1,SFLUZ,7,1539
2018,L,5,49,,53,7,,1,KCIPRIANI,6029,2
2018,L,7,20,1,7,7,,1,VASILVA,2004,7
2018,L,4,80,1,7,7,,1,MMANDRADE,7,83
2018,L,3,92,,1006,7,,1,LAVILLA,7,6080
2018,L,4,23,1,7,7,,1,VASILVA,2004,7
2018,L,2,19,1,6029,7,,1,JSOUZA,7,50
2018,L,5,70,,53,7,,1,MTCESCONETO,633,93
2018,L,4,70,1,53,7,,1,LDECKER,93,633
2018,L,3,3,1,7,7,50,1,SRPATRICIO,7,10
2018,L,5,23,1,50,7,,,LJACQUES,50,7
2018,L,8,23,,50,7,,,LJACQUES,50,2004
2018,L,7,23,1,50,7,,,SRPATRICIO,7,50
2018,L,3,89,,50,10,,1,LDECKER,50,93
2018,L,3,91,1,2002,7,,1,NELIZA,6027,7
2018,L,2,91,1,50,7,,,SRPATRICIO,7,50
2018,L,5,6,1,6230,6230,,1,PPASSOLD,50,2012
2018,L,10,109,1,6230,50,,1,LJACQUES,50,633
2018,L,3,89,1,50,7,2012,1,MTRICHARTZ,6029,50
2018,L,3,89,1,50,7,,1,MMANDRADE,7,6029
2018,L,3,24,1,50,7,,1,APPEREIRA,6029,50
2018,L,4,80,,7,7,,1,SRPATRICIO,7,1537
2018,L,3,80,1,7,7,,1,RRMORAES,6020,7
2018,L,3,80,1,1,7,,,DASILVA,1,7
2018,L,3,80,1,1,7,,1,AHSANTOS,1,748
2018,L,3,80,1,1,7,2002,1,JSOUZA,1,6027
2018,L,2,80,1,1,7,2002,1,LAVILLA,7,1
2018,L,3,75,1,50,7,,1,MMARTINS,50,2004
2018,L,3,89,1,10,10,,,ISRICARTE,50,2012
2018,L,2,23,1,50,7,,,MMANDRADE,7,7
2018,L,2,108,1,50,7,,1,MMANDRADE,7,50
2018,L,7,49,1,1537,7,,1,NELIZA,1537,53
2018,L,8,49,,1537,7,,1,ILIMA,53,92
2018,L,5,49,1,1537,7,,1,ILIMA,92,53
2018,L,7,16,,50,7,,1,CLCCOSTA,2012,50
2018,L,8,80,1,1,7,,1,DASILVA,1,84
2018,L,10,80,1,1,7,,1,DASILVA,1537,1
2018,L,6,94,,2004,50,,1,VASILVA,2004,50
2018,L,2,75,1,50,7,,1,JSOUZA,7,7
2018,L,4,75,,50,50,,1,LJACQUES,50,2012
2018,L,3,94,1,1,7,,1,MMANDRADE,1,7
2018,L,4,94,,1,7,,1,MMANDRADE,7,50
2018,L,2,80,,7,7,,1,MMANDRADE,7,51
2018,L,4,80,,1,7,,1,JSOUZA,7,1
2018,L,13,10,1,1537,7,,1,MMANDRADE,7,50
2018,L,3,101,1,1537,7,,1,AHSANTOS,1537,5893
2018,L,3,80,1,1539,7,7,1,MMANDRADE,7,1539
2018,L,5,80,1,53,7,,1,SDMARCOS,633,93
2018,L,2,80,1,1537,7,,1,NELIZA,7,53
2018,L,5,6,1,50,50,,1,WBALSAMO,50,2004
2018,L,6,89,,50,7,,1,TBMEDEIROS,2004,50
2018,L,6,89,,2012,7,,1,TBMEDEIROS,2004,50
2018,L,8,89,1,7,7,,1,SRPATRICIO,7,2012
2018,L,6,89,1,7,7,,1,SRPATRICIO,53,7
2018,L,6,89,1,50,7,,,MVALERIO,50,2012
2018,L,2,78,,1,7,,1,SRPATRICIO,7,1881
2018,L,2,23,,1537,7,,1,JSOUZA,7,1537
2018,L,3,80,,7,7,,1,MTRICHARTZ,6029,7
2018,L,3,109,,50,7,,1,JMBARRETO,50,2012
2018,L,3,24,1,50,7,,,MTRICHARTZ,6029,50
2018,L,6,101,1,1,7,,1,DASILVA,1537,6080
2018,L,4,96,1,7,7,,1,AHSANTOS,1788,1537
2018,L,5,80,1,6029,7,2004,1,LJACQUES,50,7
2018,L,5,19,,50,7,,1,PPASSOLD,50,2004
2018,L,2,7,,7,7,,1,MMANDRADE,7,1006
2018,L,5,10,1,1,7,,1,SAKOERICH,2004,50
2018,L,7,80,1,1,7,7,1,MMANDRADE,7,1786
2018,L,4,80,,1,7,,1,AHSANTOS,1537,1539
2018,L,3,80,,1,7,,1,RHSOUZA,83,6214
2018,L,6,6,,2012,6230,,1,ISRICARTE,2012,50
2018,L,2,4,1,7,7,,1,NELIZA,7,7
2018,L,3,44,,50,10,,1,VASILVA,50,2004
2018,L,4,16,1,50,7,,1,KCIPRIANI,6029,50
2018,L,3,74,,50,7,,1,MMARTINS,50,2004
2018,L,2,20,1,7,7,,1,MMANDRADE,7,7
2018,L,6,20,1,7,7,,1,MMANDRADE,7,50
2018,L,2,101,1,1,7,,1,LMDSANTOS,7,1
2018,L,2,108,1,50,7,,1,JSOUZA,7,50
2018,L,4,16,1,7,7,,1,PPASSOLD,50,2004
2018,L,2,44,,50,50,,1,LJACQUES,50,2004
2018,L,2,91,1,6080,7,,1,LAVILLA,7,1537
2018,L,4,91,1,6080,7,,1,PREMOR,6080,1537
2018,L,5,10,1,50,50,7,1,MMANDRADE,7,1
2018,L,5,19,1,50,7,,1,SFLUZ,7,50
2018,L,2,23,1,7,7,,1,SFLUZ,7,50
2018,L,2,94,1,1,7,,1,JSOUZA,7,1537
2018,L,2,80,,6080,7,,1,JSOUZA,7,1996
2018,L,3,80,,7,7,,1,LFIGUEIRO,83,6221
2018,L,3,89,,50,7,,1,MCARVALHO,53,2012
2018,L,3,23,,50,7,,1,EKZAPPELINI,50,2004
2018,L,2,115,1,2006,2004,,1,VASILVA,2004,2006
2018,L,2,80,1,50,7,2006,1,NELIZA,7,50
2018,L,9,23,,50,7,,1,LJACQUES,50,2004
2018,L,2,102,,1786,7,,1,MMANDRADE,7,92
2018,L,4,98,,7,7,,1,MMANDRADE,7,1788
2018,L,2,101,,1537,7,,1,SRPATRICIO,7,2010
2018,L,4,7,,2006,92,,1,JTRES,92,2006
2018,L,3,115,1,2006,2006,2006,1,LJACQUES,50,7
2018,L,3,80,,50,7,,1,EKZAPPELINI,50,2004
2018,L,2,7,1,2006,7,,1,SFLUZ,7,50
2018,L,4,80,1,1537,7,,1,NELIZA,6027,51
2018,L,3,80,1,1537,7,,1,AHSANTOS,1537,2002
2018,L,4,30,,50,7,,1,LJACQUES,50,2004
2018,L,2,78,1,1537,7,6080,1,NELIZA,7,1537
2018,L,3,6,1,1,7,,1,DASILVA,1,7
2018,L,6,19,1,50,7,,1,LJACQUES,50,2012
2018,L,7,89,1,50,7,,1,ISRICARTE,2012,10
2018,L,6,89,1,50,7,,1,ISRICARTE,10,2012
2018,L,3,30,1,1786,7,,1,LEMPEREIRA,1788,7
2018,L,3,80,,50,7,,1,PPASSOLD,50,2004
2018,L,4,94,1,7,7,,1,MMANDRADE,7,50
2018,L,2,108,1,1,7,,1,JSOUZA,7,50
2018,L,4,19,,2004,2004,,1,VASILVA,2004,50
2018,L,2,89,1,50,7,,1,MMARTINS,7,50
2018,L,9,89,1,7,7,,1,MMARTINS,50,2012
2018,L,4,19,1,50,7,,1,VASILVA,2004,50
2018,L,4,80,,1,7,,1,SRPATRICIO,1,1539
2018,L,2,6,1,1,7,,1,SRPATRICIO,7,6029
2018,L,7,89,,6230,50,,1,CLCCOSTA,2012,2004
2018,L,2,101,,1,7,,1,MMANDRADE,7,1
2018,L,3,110,,51,6222,,1,GERSON,51,6222
2018,L,6,89,1,50,7,,1,CLCCOSTA,2012,10
2018,L,2,6,1,50,50,,1,LJACQUES,50,6230
2018,L,2,89,1,53,7,,1,SRPATRICIO,7,6029
2018,L,6,89,,2012,50,,1,CLCCOSTA,2012,2004
2018,L,2,80,1,50,7,,1,JSOUZA,7,6211
2018,L,3,13,,1,7,,,JSOUZA,6029,7
2018,L,2,7,1,2006,2006,,,NELIZA,2006,7
2018,L,2,32,1,7,7,,1,SFLUZ,7,1537
2018,L,4,24,,50,7,,1,VASILVA,2004,50
2018,L,4,80,,7,7,,,MMANDRADE,7,1537
2018,L,3,20,1,7,7,,1,SRPATRICIO,7,50
2018,L,4,20,,7,7,,1,LJACQUES,50,2004
2018,L,2,44,1,1,10,,1,LFUHR,10,1
2018,L,4,101,1,1537,7,,1,SRPATRICIO,7,1006
2018,L,5,101,,1537,7,,1,RELUZ,1006,7
2018,L,3,89,1,50,7,,,LAVILLA,7,1537
2018,L,4,80,1,1,7,7,1,SRPATRICIO,7,53
2018,L,3,13,,1540,7,,1,NELIZA,1539,6029
2018,L,2,49,1,10,10,,1,LFUHR,10,5893
2018,L,5,80,1,7,7,,1,ISA,1987,7
2018,L,10,89,1,6230,50,,1,ISRICARTE,2012,50
2018,L,8,89,1,6230,50,,1,LJACQUES,50,2004
2018,L,3,89,,6029,7,,1,LJACQUES,50,2004
2018,L,4,74,,6230,50,,1,MMANDRADE,7,50
2018,L,4,49,,53,10,,1,MCARVALHO,53,92
2018,L,3,112,,7,7,,1,MMANDRADE,1786,7
2018,L,5,9,1,1537,7,,1,VASILVA,2004,7
2018,L,4,91,1,1,7,6080,1,MMANDRADE,7,6221
2018,L,2,6,1,50,7,,1,SFLUZ,7,50
2018,L,2,80,,7,7,,1,SRPATRICIO,7,1006
2018,L,3,101,1,1,7,,1,DASILVA,1,61
2018,L,5,101,,1,7,,1,DASILVA,6080,61
2018,L,2,75,,7,7,,1,SRPATRICIO,7,7
2018,L,2,19,1,1844,7,,1,LMDSANTOS,7,6029
2018,L,5,49,,50,7,,,CLCCOSTA,2012,93
2018,L,5,49,,53,7,,1,KCIPRIANI,6029,92
2018,L,2,91,,2002,6221,,1,PALLEBRANDT,6221,2002
2018,L,3,109,,50,7,,1,ISRICARTE,50,2012
2018,L,2,80,,1537,7,,1,LMDSANTOS,7,6029
2018,L,4,6,1,2012,50,,1,LCAVALLERI,2012,2004
2018,L,5,23,1,50,50,,1,MMANDRADE,7,7
2018,L,2,23,1,50,50,,1,LJACQUES,50,2004
2018,L,4,97,1,7,7,7,1,ILIMA,53,2012
2018,L,3,80,1,7,7,,1,MGATELLI,83,1788
2018,L,4,80,1,7,7,,1,RMARTENDAL,1788,1788
2018,L,4,49,,53,10,,1,MROSA,53,92
2018,L,2,97,1,7,7,,1,NELIZA,7,7
2018,L,8,91,1,7,7,,1,NELIZA,1537,51
2018,L,10,91,1,7,7,,1,DORIS,6222,51
2018,L,5,91,1,7,7,,1,RZEFERINO,83,6222
2018,L,3,91,1,7,7,,1,MMANDRADE,7,51
2018,L,6,80,1,1,7,,1,LFUHR,10,1537
2018,L,8,25,1,50,50,7,1,SRPATRICIO,7,1
2018,L,7,6,,50,7,,1,VASILVA,2004,50
2018,L,3,80,,7,7,,,LJACQUES,50,2010
2018,L,3,80,1,1537,7,,1,SRPATRICIO,7,1537
2018,L,5,49,1,53,7,,1,SRPATRICIO,7,1537
2018,L,2,16,1,7,7,,1,MMANDRADE,7,6029
2018,L,4,102,,7,7,,1,MMANDRADE,7,33
2018,L,5,80,1,1,7,,,NELIZA,1,1537
2018,L,5,94,1,50,7,,1,MMANDRADE,7,1537
2018,L,4,19,,50,7,,,EKZAPPELINI,50,2004
2018,L,3,3,1,7,50,,1,NELIZA,7,50
2018,L,4,89,,6029,7,,1,ISRICARTE,10,2012
2018,L,2,91,,83,2002,,1,BBRIBEIRO,2002,83
2018,L,3,80,1,1,7,,1,AHSANTOS,1,1537
2018,L,3,102,,50,7,,,LJACQUES,50,2012
2018,L,6,89,1,50,7,,1,ALIGARAUJO,6029,50
2018,L,6,89,,6029,7,,1,GDDASILVA,2012,93
2018,L,5,15,1,2004,2004,,1,VASILVA,2004,7
2018,L,3,80,,50,7,,1,MMARTINS,50,2006
2018,L,3,89,1,7,7,,1,ALIGARAUJO,6029,50
2018,L,7,13,,50,7,,1,TBMEDEIROS,2004,50
2018,L,5,23,1,2004,2004,,1,JSOUZA,7,50
2018,L,3,80,,5982,7,,1,NELIZA,50,7
2018,L,4,107,,53,7,,1,MMANDRADE,7,53
2018,L,3,80,1,1788,7,7,1,LEMPEREIRA,1788,2127
2018,L,5,114,,50,7,,1,PPASSOLD,2004,50
2018,L,2,49,1,53,7,,,VACSOUZA,7,6029
2018,L,2,44,1,10,10,,1,LFUHR,10,6027
2018,L,5,44,1,10,10,,1,NELIZA,6027,51
2018,L,3,3,1,2004,2004,,1,MMANDRADE,7,6029
2018,L,4,3,1,2004,2004,,1,AACASTRO,6029,2004
2018,L,5,19,,50,7,,,TBMEDEIROS,2004,50
2018,L,2,20,1,7,7,2006,1,JSOUZA,7,50
2018,L,3,3,1,1,7,7,1,SRPATRICIO,1,6029
2018,L,4,89,1,50,7,,1,APISANI,10,53
2018,L,6,23,1,50,7,,1,SAKOERICH,2004,50
2018,L,3,3,,6029,7,,1,MTRICHARTZ,6029,50
2018,L,3,80,1,1,7,,1,JOFERNANDES,1,7
2018,L,3,19,,7,7,,1,PPASSOLD,50,2004
2018,L,4,16,,50,7,,1,PPASSOLD,50,2004
2018,L,3,109,,50,7,,1,EKZAPPELINI,50,2012
2018,L,7,89,,6029,7,,1,ACRESPALDI,2012,50
2018,L,6,89,1,6029,7,,1,EKZAPPELINI,50,2012
2018,L,3,110,,51,1835,,1,GERSON,51,1006
2018,L,6,10,,7,7,,1,LJACQUES,50,2004
2018,L,3,10,1,7,7,,1,PPASSOLD,50,2004
2018,L,5,16,,7,7,,1,PPASSOLD,50,2012
2018,L,4,16,1,7,7,,1,VASILVA,2004,50
2018,L,2,49,,7,7,,1,MMANDRADE,7,53
2018,L,2,80,,6029,7,,1,MMANDRADE,7,6029
2018,L,2,49,1,6029,7,,1,JSOUZA,7,6029
2018,L,2,23,1,1537,7,,1,SRPATRICIO,7,1537
2018,L,3,16,1,2004,50,,1,SRPATRICIO,7,7
2018,L,3,109,,27,7,,1,SGA,27,2012
2018,L,4,11,1,2008,2008,,1,NELIZA,7,2008
2018,L,7,11,1,2008,2008,,1,MMANDRADE,7,7
2018,L,4,80,,1,7,,1,MMANDRADE,7,60
2018,L,3,80,,7,7,,1,CAMILADEOLIVEIRA,5984,7
2018,L,2,30,,1786,7,,1,SRPATRICIO,7,1786
2018,L,2,19,,2004,50,,1,LJACQUES,50,2004
2018,L,5,6,1,6230,50,,1,MMANDRADE,7,50
2018,L,3,74,,6230,50,,1,MMANDRADE,7,50
2018,L,3,17,1,2004,2004,,1,MMANDRADE,7,50
2018,L,3,3,1,6029,7,,1,MTRICHARTZ,6029,50
2018,L,2,109,1,7,50,,1,LJACQUES,50,7
2018,L,2,3,1,50,7,,1,LAVILLA,7,6029
2018,L,3,110,1,51,6211,,1,RAOLIVEIRA,2014,51
2018,L,2,110,,51,6211,,1,DBRISTOT,6211,2014
2018,L,4,80,,1,7,,1,MMANDRADE,7,431
2018,L,4,110,,51,6222,,1,GERSON,51,1006
2018,L,2,110,,51,6222,,1,RGRUMICHE,6222,778
2018,L,2,6,1,6230,50,,1,LJACQUES,50,7
2018,L,3,19,1,6029,7,,1,MTRICHARTZ,6029,50
2018,L,2,19,1,50,50,,1,LJACQUES,50,7
2018,L,5,19,1,50,50,,1,SRPATRICIO,7,7
2018,L,3,38,,1,7,,1,MMANDRADE,7,1876
2018,L,6,74,1,1793,1793,,1,MMANDRADE,7,50
2018,L,4,74,1,1793,1793,,1,VASILVA,1793,50
2018,L,3,110,1,51,5898,,1,JJESKE,1786,51
2018,L,4,80,1,1,7,,1,EKZAPPELINI,50,1537
2018,L,5,16,1,50,7,,1,MMANDRADE,50,7
2018,L,2,97,,7,7,,1,MMANDRADE,7,5984
2018,L,2,13,1,50,7,2004,1,MMANDRADE,7,50
2018,L,3,49,,53,7,,1,KCIPRIANI,6029,92
2018,L,4,16,,6029,7,,1,EKZAPPELINI,50,2004
2018,L,2,110,1,51,6211,,1,RAOLIVEIRA,6211,51
2018,L,3,49,,50,7,,1,MTRICHARTZ,6029,92
2018,L,2,80,1,50,7,,,SRPATRICIO,7,50
2018,L,8,109,,6230,50,,1,VASILVA,2004,50
2018,L,2,80,1,7,7,,1,NELIZA,7,5901
2018,L,3,80,,7,7,,1,NELIZA,1,7
2018,L,2,80,1,7,7,,1,NELIZA,7,1
2018,L,3,20,1,2008,2008,,1,PPASSOLD,50,7
2018,L,2,94,1,7,7,,1,MMANDRADE,7,50
2018,L,2,110,1,51,5898,,1,PSSILVEIRA,5898,51
2018,L,6,89,,50,1793,,1,ISRICARTE,2012,50
2018,L,6,20,,7,7,,1,PPASSOLD,50,2004
2018,L,7,80,1,7,7,7,1,MMANDRADE,7,7
2018,L,3,80,,1537,7,,1,PREMOR,1537,6080
2018,L,2,80,1,1537,7,,1,JSOUZA,7,1537
2018,L,2,19,,2004,50,,1,PPASSOLD,50,2004
2018,L,4,19,1,50,7,,1,PPASSOLD,50,1793
2018,L,6,19,1,50,7,,1,EKZAPPELINI,50,2012
2018,L,3,89,1,7,7,,1,LJACQUES,27,50
2018,L,4,110,1,51,1835,,1,MGROSSL,994,51
2018,L,2,9,1,7,7,,1,MMANDRADE,7,50
2018,L,4,9,1,7,7,,1,VASILVA,2004,7
2018,L,8,9,,7,7,,1,JSOUZA,7,50
2018,L,2,6,1,2010,2010,,1,RSDEMELO,2010,50
2018,L,2,80,1,1537,7,,1,LAVILLA,7,6029
2018,L,2,102,,1786,7,,1,MMANDRADE,7,33
2018,L,2,10,1,7,7,,1,MMANDRADE,7,53
2018,L,2,17,1,7,50,,1,LJACQUES,50,7
2018,L,3,44,,10,10,,1,LJACQUES,50,2004
2018,L,4,80,1,1,7,,1,SFLUZ,7,59
2018,L,5,49,1,53,7,,1,APISANI,10,50
2018,L,3,89,1,50,7,,,MTRICHARTZ,6029,50
2018,L,6,89,,50,7,,,RKRAUS,2012,2004
2018,L,3,19,,2004,50,,1,JSOUZA,7,50
2018,L,2,101,,7,7,,1,MMANDRADE,7,7
2018,L,3,15,,2008,2008,,1,FEMSANTOS,2004,2010
2018,L,2,110,,51,2002,,1,,2002,51
2018,L,3,80,1,1,7,,1,DASILVA,6080,1
2018,L,2,89,1,53,7,,1,MMANDRADE,7,50
2018,L,3,39,1,6029,7,7,1,KCIPRIANI,6029,1539
2018,L,4,89,1,50,7,,1,EKZAPPELINI,50,2012
2018,L,2,17,,50,50,,,LJACQUES,50,2004
2018,L,3,96,,7,7,,1,LRGREGORIO,51,33
2018,L,4,19,,6029,7,,1,EKZAPPELINI,50,2004
2018,L,3,15,1,50,7,,1,VASILVA,50,7
2018,L,2,10,1,50,7,,1,SRPATRICIO,7,50
2018,L,6,89,1,1793,1793,,1,ISRICARTE,27,2012
2018,L,5,15,,50,7,,1,EKZAPPELINI,50,2004
2018,L,2,17,,50,7,,1,NELIZA,7,50
2018,L,3,16,,7,7,,1,SGA,2008,2004
2018,L,2,92,,6083,7,,1,SRPATRICIO,7,6080
2018,L,2,10,1,50,7,2004,1,JSOUZA,7,50
2018,L,4,89,1,50,7,,1,PPASSOLD,50,2012
2018,L,2,13,,6029,7,,1,JSOUZA,7,6029
2018,L,2,20,,50,7,,1,MMANDRADE,7,50
2018,L,4,80,,1,7,,1,SRPATRICIO,7,60
2018,L,3,74,1,50,7,,1,PPASSOLD,50,1793
2018,L,6,74,1,50,7,,1,MMANDRADE,7,50
2018,L,2,78,,1537,7,,1,NELIZA,7,61
2018,L,3,74,1,1793,1793,,1,VASILVA,50,7
2018,L,6,89,1,50,7,,1,RKRAUS,2012,1793
2018,L,11,89,,50,7,,1,ACRESPALDI,2012,50
2018,L,12,10,1,1,7,,1,MMANDRADE,7,7
2018,L,2,80,1,7,7,,1,JSOUZA,7,50
2018,L,2,109,1,7,7,1793,1,JSOUZA,7,50
2018,L,7,89,1,50,1793,,1,PPASSOLD,50,2012
2018,L,6,89,1,50,1793,,1,REBSOUZA,633,50
2018,L,3,6,1,6029,7,,1,MTRICHARTZ,6029,27
2018,L,5,94,,2004,50,,1,JSOUZA,7,50
2018,L,4,9,1,7,7,,,JTRES,2006,7
2018,L,3,9,1,7,7,,1,PPASSOLD,50,2006
2018,L,3,94,1,2004,50,,1,VASILVA,2004,7
2018,L,5,80,,1,7,,1,DASILVA,1,7
2018,L,4,98,1,1537,7,,1,MMANDRADE,7,1788
2018,L,3,49,,53,7,,1,ILIMA,53,1987
2018,L,7,74,1,1793,1793,,1,WBALSAMO,6230,50
2018,L,4,6,1,27,7,,1,AACASTRO,50,7
2018,L,6,6,1,27,7,,1,ACRESPALDI,27,2012
2018,L,4,89,1,1537,7,,1,JSOUZA,1537,27
2018,L,5,80,1,1,7,,1,RMARTENDAL,1788,7
2018,L,4,89,1,6029,7,,1,EKZAPPELINI,50,2012
2018,L,2,16,1,2004,2004,,1,VASILVA,2004,50
2018,L,4,16,1,2004,2004,,1,MMANDRADE,7,7
2018,L,2,16,,50,7,,1,SRPATRICIO,7,6029
2018,L,4,94,,50,7,,1,VASILVA,2004,2006
2018,L,8,16,,50,7,,1,PPASSOLD,50,2004
2018,L,2,80,1,50,7,,1,MMANDRADE,7,7
2018,L,6,80,,50,7,,1,MMANDRADE,7,7
2018,L,3,20,,50,7,,1,PPASSOLD,50,2004
2018,L,2,3,,2004,50,,1,LJACQUES,50,2004
2018,L,6,89,1,50,1793,,1,MTCESCONETO,633,50
2018,L,9,89,,50,1793,,1,VASILVA,2004,50
2018,L,8,109,,1793,1793,,1,ISRICARTE,2012,50
2018,L,3,109,,50,7,,,PPASSOLD,50,2012
2018,L,3,6,1,7,7,,1,PPASSOLD,50,1793
2018,L,6,6,1,7,7,,1,MMANDRADE,7,50
2018,L,2,10,1,2004,2004,,1,VASILVA,2004,7
2018,L,5,10,1,7,7,,1,SRPATRICIO,7,50
2018,L,3,80,,6029,7,,1,MTRICHARTZ,6029,6089
2018,L,2,5,,2010,50,,1,VASILVA,50,2010
2018,L,3,20,,7,7,,1,PPASSOLD,50,2004
2018,L,3,15,1,2004,2004,,1,JSOUZA,7,50
2018,L,4,15,,2004,2004,,1,LJACQUES,50,2004
2018,L,5,89,,50,7,,1,CLCCOSTA,2012,93
2018,L,2,19,,2004,2004,,1,VASILVA,2004,50
2018,L,2,5,,2004,2004,,1,TBMEDEIROS,2004,50
2018,L,5,19,,50,7,,1,VASILVA,2004,50
2018,L,3,19,,50,50,,1,VASILVA,2004,50
2018,L,2,16,,2004,2004,,1,TBMEDEIROS,2004,50
2018,L,2,6,1,2010,2010,,1,MMDASILVA,2010,2012
2018,L,2,49,,53,7,,1,JSOUZA,7,53
