NUANO,FLTIPOPROCESSO,NUTRAMITE,CDASSUNTO,CDTIPOPARECER,CDSETORRESP,CDSETORABERTURA,CDSETORAUTUACAO,CDTIPOPROCESSO,CDUSUARIO,CDSETORORIGEM,CDSETORDESTINO
2018,F,5,98,,1537,1788,1866,1,TCAPISTRANO,1788,2002
2018,F,4,98,1,1537,1788,1866,1,BLEIRIA,2002,1788
2018,F,2,98,1,1537,1788,1866,1,TCAPISTRANO,1788,51
2018,F,3,80,1,6083,6080,6083,1,MAZEVEDO,2,5932
2018,F,4,80,1,6083,6080,6083,1,MAZEVEDO,5932,1
2018,F,7,94,1,1,7,2004,1,VASILVA,2004,50
2018,F,3,28,4,93,93,1786,1,REBSOUZA,633,93
2018,F,4,28,4,93,93,1786,1,TBOSCHINI,53,93
2018,F,17,110,1,51,51,51,1,RPTDAVILA,5895,7
2018,F,14,110,1,51,51,51,1,MMANDRADE,7,5895
2018,F,8,110,,51,51,51,1,JMBARRETO,50,5895
2018,F,20,110,1,51,51,51,1,SFPEREIRA,51,7
2018,F,27,110,1,51,51,51,1,MCARVALHO,92,5901
2018,F,14,91,1,1537,7,7,1,MIPZIMMERMANN,2006,50
2018,F,5,89,1,6029,7,6029,1,ILIMA,53,6029
2018,F,4,89,1,6029,7,6029,1,APPEREIRA,6029,53
2018,F,13,89,,6029,7,6029,1,MCARVALHO,53,2012
2018,F,2,39,4,1539,7,1560,1,NELIZA,7,1539
2018,F,9,10,4,2004,2004,2004,1,MMARTINS,50,2004
2018,F,8,7,1,10,2004,10,1,NELIZA,7,7
2018,F,5,44,1,1996,1996,1996,1,NELIZA,1,6027
2018,F,7,44,1,1996,1996,1996,1,SRPATRICIO,7,1996
2018,F,9,10,,50,7,2004,1,WBALSAMO,50,2004
2018,F,5,91,1,2008,2002,2008,1,NELIZA,6027,2002
2018,F,7,101,4,8,7,6080,1,PREMOR,1537,6080
2018,F,3,19,1,50,7,137,1,ALIGARAUJO,6029,50
2018,F,7,41,4,6080,7,6080,1,JSOUZA,7,6080
2018,F,2,110,4,51,51,51,1,DORIS,51,1786
2018,F,65,110,1,51,51,51,1,MCARVALHO,92,5901
2018,F,42,110,1,51,51,51,1,SFPEREIRA,51,5901
2018,F,47,110,1,51,51,51,1,YCOSTA,51,5901
2018,F,27,110,1,51,51,51,1,NELIZA,1537,2002
2018,F,10,110,1,51,51,51,1,MMANDRADE,7,51
2018,F,8,110,1,51,51,51,1,MSCOSTA,1006,51
2018,F,21,110,,51,51,51,1,SRPATRICIO,7,5895
2018,F,6,2,,6230,50,6230,1,ABSSOUZA,50,2004
2018,F,7,1,1,7,51,50,1,MMANDRADE,7,7
2018,F,2,7,,10,10,10,1,MGUEDES,10,2018
2018,F,5,7,1,2006,2006,10,1,LFUHR,10,5893
2018,F,2,4,1,50,7,50,1,MMANDRADE,7,50
2018,F,7,4,1,50,7,50,1,SDMARCOS,633,50
2018,F,2,80,1,1537,7,211,1,MMANDRADE,7,1788
2018,F,4,19,4,50,7,6096,1,LJACQUES,50,2004
2018,F,5,101,4,1,7,6080,1,VAMARAL,10,6080
2018,F,4,101,1,1,7,6080,1,PREMOR,6080,10
2018,F,7,96,1,1786,51,51,1,MCARVALHO,92,2002
2018,F,28,44,1,10,10,10,1,LFUHR,10,7
2018,F,22,44,1,10,10,10,1,SRPATRICIO,7,7
2018,F,16,44,1,10,10,10,1,LJACQUES,50,10
2018,F,6,80,1,7,7,7,1,SRPATRICIO,7,1537
2018,F,5,20,1,2006,2006,2006,1,MMANDRADE,7,50
2018,F,2,20,1,2006,2006,2006,1,MIPZIMMERMANN,2006,7
2018,F,6,7,1,10,10,10,1,VOLIVEIRA,2018,10
2018,F,3,80,1,1,7,7,1,NELIZA,1537,7
2018,F,2,29,1,7,7,639,1,MMANDRADE,7,1791
2018,F,6,3,1,6029,7,6029,1,APPEREIRA,6029,2
2018,F,5,3,1,6029,7,6029,1,MMANDRADE,7,6029
2018,F,7,3,1,6029,7,6029,1,NELIZA,2,7
2018,F,7,1,1,6230,6230,6230,1,LJACQUES,50,2012
2018,F,5,1,1,6230,6230,6230,1,APPEREIRA,6029,7
2018,F,2,2,1,6230,6230,6230,1,VPARGENDLER,6230,50
2018,F,14,110,1,51,2002,2002,1,LCLAGO,2002,633
2018,F,11,110,1,51,2002,2002,1,REBSOUZA,633,2002
2018,F,4,89,1,6230,6230,6230,1,LJACQUES,50,633
2018,F,5,6,1,2010,2010,2010,1,DDURIEUX,2010,1537
2018,F,4,3,1,6029,7,7,1,NELIZA,7,2
2018,F,5,17,1,2006,2006,5843,1,LJACQUES,50,2004
2018,F,11,89,4,50,7,1451,1,MCARVALHO,92,2012
2018,F,7,89,1,50,7,1451,1,ALIGARAUJO,6029,7
2018,F,8,89,1,50,7,1451,1,MMANDRADE,7,50
2018,F,2,11,1,6230,6230,1786,1,WBALSAMO,6230,50
2018,F,10,110,1,51,51,51,1,LDECKER,93,5901
2018,F,3,78,,1996,1996,1996,1,BVIEIRA,6080,1
2018,F,4,89,1,50,7,5991,1,APPEREIRA,6029,53
2018,F,12,17,1,2006,2006,2006,1,TMBATISTA,50,2006
2018,F,2,39,1,1539,7,434,1,NELIZA,7,1539
2018,F,6,108,1,6230,50,6230,1,SRPATRICIO,7,50
2018,F,8,10,1,285,7,2004,1,DDURIEUX,2010,2004
2018,F,6,89,1,50,7,6145,1,MMANDRADE,7,50
2018,F,8,80,1,1537,7,5982,1,BBRIBEIRO,2002,1
2018,F,9,111,4,50,50,50,1,MMANDRADE,7,50
2018,F,9,44,1,10,10,10,1,LFUHR,10,5893
2018,F,10,80,1,6029,7,2004,1,SRPATRICIO,7,50
2018,F,6,108,1,50,7,50,1,RKRAUS,2012,50
2018,F,6,6,1,2010,2010,2010,1,MMARTINS,50,2012
2018,F,5,6,1,2010,2010,2010,1,CLCCOSTA,2012,50
2018,F,6,7,1,10,10,10,1,SRPATRICIO,7,7
2018,F,3,7,1,2006,2006,47,1,ISRICARTE,2012,2004
2018,F,6,7,1,10,10,10,1,EAFORTES,10,50
2018,F,31,110,1,51,51,51,1,DROGLIO,5901,92
2018,F,11,110,1,51,51,51,1,YCOSTA,5895,87
2018,F,9,110,1,51,51,51,1,SRIGOTTI,5895,87
2018,F,16,110,2,51,51,51,1,ACFREITAS,51,1006
2018,F,17,110,,51,51,51,1,YCOSTA,1006,5895
2018,F,10,17,4,2006,2006,2006,1,LJACQUES,50,2006
2018,F,7,17,1,2006,2006,2006,1,LJACQUES,50,7
2018,F,9,7,,10,10,10,1,VASMAFIOLETTI,10,2018
2018,F,2,16,1,6029,7,7,1,MMANDRADE,7,6029
2018,F,6,10,1,2004,2004,2004,1,LJACQUES,2010,50
2018,F,10,10,1,2004,2004,2004,1,SDMARCOS,633,50
2018,F,3,41,,1,7,6080,1,BVIEIRA,1537,6080
2018,F,6,80,1,7,7,6080,1,JSOUZA,7,1017
2018,F,2,80,1,7,7,6080,1,MMANDRADE,7,6080
2018,F,5,4,4,50,7,50,1,SRPATRICIO,7,50
2018,F,3,110,,51,1996,1996,1,BVIEIRA,6080,1996
2018,F,8,94,1,7,7,2004,1,VASILVA,2010,2004
2018,F,11,23,,6227,2004,6227,1,NELIZA,1537,2004
2018,F,6,7,1,1,7,7,1,MMANDRADE,2,7
2018,F,8,7,4,1,7,7,1,APPEREIRA,6029,7
2018,F,4,3,4,50,7,6000,1,LJACQUES,50,2004
2018,F,3,89,1,50,7,389,1,LJACQUES,50,53
2018,F,5,80,1,1537,7,7,1,APPEREIRA,6029,7
2018,F,16,6,1,6029,7,6029,1,RKRAUS,2012,53
2018,F,5,6,1,6029,7,6029,1,LJACQUES,50,633
2018,F,7,6,1,6029,7,6029,1,LJACQUES,50,2012
2018,F,2,6,1,6029,7,6029,1,SFLUZ,7,50
2018,F,7,89,,2012,6230,6230,1,RKRAUS,2012,53
2018,F,3,20,1,2006,2006,782,1,LJACQUES,50,7
2018,F,5,94,1,7,7,2004,1,JSOUZA,7,50
2018,F,13,44,4,10,10,10,1,BFGONZAGA,2018,10
2018,F,9,44,1,10,10,10,1,JSOUZA,7,10
2018,F,5,89,1,50,7,6029,1,ILIMA,53,6029
2018,F,4,91,,1537,2002,7,1,MMANDRADE,7,6027
2018,F,11,10,1,7,7,2004,1,SDMARCOS,633,50
2018,F,3,94,1,7,7,10,1,LFUHR,10,2018
2018,F,5,94,1,7,7,10,1,LFUHR,10,7
2018,F,3,108,1,6230,6230,6230,1,LJACQUES,50,2012
2018,F,6,7,1,50,7,2006,1,LJACQUES,50,2012
2018,F,8,110,,51,51,51,1,YCOSTA,50,5895
2018,F,5,7,,10,10,10,1,RCAVANHOLI,5893,2018
2018,F,6,20,1,50,7,2006,1,MIPZIMMERMANN,2006,7
2018,F,7,20,1,50,7,2006,1,MMANDRADE,7,7
2018,F,5,3,1,1,7,7,1,APPEREIRA,6029,7
2018,F,5,79,1,1537,7,1537,1,SRPATRICIO,7,51
2018,F,7,89,1,2012,6230,6230,1,MMANDRADE,7,7
2018,F,6,115,1,2006,2006,2006,1,LJACQUES,2006,50
2018,F,18,110,1,51,51,51,1,AVPEREIRA,2002,51
2018,F,22,110,,51,51,51,1,FPGCOSTA,51,2002
2018,F,19,110,1,51,51,51,1,FPGCOSTA,51,1537
2018,F,8,5,1,50,50,10,1,MMANDRADE,7,7
2018,F,33,110,1,51,51,51,1,HVMAZZOLA,51,1537
2018,F,14,110,,51,51,51,1,NELIZA,7,5895
2018,F,22,110,1,51,51,51,1,GERSON,51,7
2018,F,18,110,,51,51,51,1,LRGREGORIO,51,5895
2018,F,28,110,1,51,51,51,1,BBRIBEIRO,2002,51
2018,F,5,80,1,1537,7,60,1,LJACQUES,50,53
2018,F,3,80,1,1537,7,60,1,LJACQUES,50,2012
2018,F,4,3,4,50,7,264,1,LJACQUES,50,2004
2018,F,6,96,1,1788,51,51,1,MCARVALHO,92,2002
2018,F,14,7,1,8,10,7,1,WDACPARRELLA,10,633
2018,F,9,7,1,8,10,7,1,NELIZA,7,1
2018,F,16,7,,8,10,7,1,WDACPARRELLA,10,6218
2018,F,15,80,1,1,7,7,1,MMANDRADE,1,7
2018,F,8,80,1,1,7,7,1,NELIZA,7,2002
2018,F,14,80,1,1,7,7,1,BBRIBEIRO,2002,1
2018,F,7,80,1,1,7,7,1,NELIZA,6065,7
2018,F,26,110,,51,51,51,1,SLKRAESKI,92,2002
2018,F,21,110,1,51,51,51,1,NELIZA,1537,1
2018,F,12,110,1,51,51,51,1,GERSON,51,2002
2018,F,3,94,1,50,7,381,1,PPASSOLD,50,2004
2018,F,8,91,1,1540,7,2002,1,NELIZA,6027,2002
2018,F,12,91,1,1540,7,2002,1,AMOLIVEIRA,1,7
2018,F,13,44,,10,10,10,1,MFTONINI,6020,7
2018,F,6,2,1,6230,6230,6230,1,MMANDRADE,50,7
2018,F,8,2,1,6230,6230,6230,1,LJACQUES,50,6230
2018,F,8,110,1,51,1996,1996,1,KSANHAIA,1996,1537
2018,F,9,10,1,2004,2004,2004,1,REBSOUZA,633,50
2018,F,11,10,4,2004,2004,2004,1,REBSOUZA,633,50
2018,F,12,10,4,50,7,2004,1,LFROSA,633,50
2018,F,10,44,1,10,10,1537,1,LEMPEREIRA,1788,6211
2018,F,11,44,,10,10,1537,1,RAOLIVEIRA,6211,51
2018,F,6,44,1,10,10,1537,1,NELIZA,1537,6211
2018,F,7,44,1,10,10,1537,1,JAPARECIDA,6211,5899
2018,F,2,89,1,50,7,182,1,SRPATRICIO,7,50
2018,F,2,96,1,1791,1791,6214,1,VAGUIAR,1791,7
2018,F,10,112,1,7,7,50,1,MMANDRADE,7,1
2018,F,6,7,,10,10,10,1,LFUHR,10,2018
2018,F,24,97,1,1788,51,51,1,NELIZA,1537,6027
2018,F,4,23,1,6227,2004,6227,1,MMANDRADE,7,6027
2018,F,3,92,1,10,7,10,1,VAMARAL,10,1537
2018,F,6,80,,1539,7,7,1,JSOUZA,7,498
2018,F,5,44,,10,10,10,1,GNDASILVA,5893,2018
2018,F,5,29,1,1791,1791,1053,1,VAGUIAR,1791,633
2018,F,5,110,1,51,51,51,1,NELIZA,7,5901
2018,F,32,110,1,51,51,51,1,NMGODINHO,51,5901
2018,F,26,110,1,51,51,51,1,HVMAZZOLA,51,2002
2018,F,28,110,1,51,51,51,1,NELIZA,1537,51
2018,F,5,89,1,50,7,309,1,SRPATRICIO,6029,7
2018,F,12,110,1,51,51,51,1,TRAMIRES,2002,1006
2018,F,10,110,1,51,51,51,1,TRAMIRES,2002,633
2018,F,7,13,4,50,50,2004,1,TBMEDEIROS,2004,50
2018,F,4,80,1,1,7,6029,1,JSOUZA,2,7
2018,F,3,80,1,1,7,6029,1,ALIGARAUJO,6029,2
2018,F,5,80,1,1,7,6029,1,JSOUZA,7,6029
2018,F,9,94,1,50,7,2004,1,LJACQUES,50,2004
2018,F,5,7,4,2006,2006,999,1,JTRES,2006,2004
2018,F,3,7,1,2006,2006,999,1,ISRICARTE,2012,2004
2018,F,2,2,1,6230,6230,6230,1,MVALERIO,6230,50
2018,F,3,80,1,1,7,7,1,SRPATRICIO,1537,7
2018,F,3,89,,6230,6230,6230,1,RKRAUS,2012,50
2018,F,7,79,,1537,7,1537,1,LEMPEREIRA,1788,2128
2018,F,15,97,,7,7,7,1,MMANDRADE,7,50
2018,F,27,91,1,1537,7,4280,1,ACERVI,2002,1
2018,F,31,91,,1537,7,4280,1,IMCKOCHE,5901,2002
2018,F,18,91,1,1537,7,4280,1,LRGREGORIO,51,1537
2018,F,8,91,1,1537,7,4280,1,NELIZA,6027,1804
2018,F,4,19,1,50,7,291,1,LJACQUES,50,2004
2018,F,2,19,1,50,7,291,1,MMANDRADE,7,6029
2018,F,3,23,,2004,2004,2004,1,LJACQUES,50,2004
2018,F,2,80,1,7,7,7,1,NELIZA,7,6029
2018,F,8,10,1,50,7,2004,1,NELIZA,7,50
2018,F,6,29,1,7,7,1791,1,MMANDRADE,1791,7
2018,F,2,4,1,50,50,50,1,LJACQUES,50,7
2018,F,3,4,1,50,50,50,1,SRPATRICIO,7,7
2018,F,5,4,1,50,50,50,1,MMARTINS,50,633
2018,F,2,80,1,1537,7,6065,1,SRPATRICIO,7,6027
2018,F,9,97,1,6216,51,51,1,NELIZA,1537,310
2018,F,3,10,1,2004,2004,2004,1,MVALERIO,50,2004
2018,F,6,110,1,51,1996,1996,1,MMANDRADE,7,1996
2018,F,5,91,1,2002,7,2002,1,ENBRAS,59,1
2018,F,6,7,1,7,7,10,1,VAMARAL,2018,10
2018,F,4,3,4,6029,7,6055,1,LJACQUES,50,2004
2018,F,4,44,,10,10,10,1,MMANDRADE,7,2018
2018,F,3,15,1,7,7,2004,1,LJACQUES,50,2004
2018,F,11,17,1,2006,2006,2006,1,LJACQUES,2004,50
2018,F,6,80,1,50,7,7,1,MMANDRADE,2,7
2018,F,4,80,1,50,7,7,1,SRPATRICIO,7,6029
2018,F,7,3,1,6029,7,7,1,LJACQUES,50,2004
2018,F,24,110,1,51,51,51,1,BBRIBEIRO,2002,1537
2018,F,9,19,1,50,7,7,1,LAVILLA,7,50
2018,F,12,19,1,50,7,7,1,LJACQUES,50,633
2018,F,8,19,1,50,7,7,1,LAVILLA,7,7
2018,F,2,80,4,6029,7,7,1,JSOUZA,7,6029
2018,F,5,115,1,2006,2006,2006,1,MMANDRADE,7,50
2018,F,3,3,1,50,7,260,1,APPEREIRA,6029,50
2018,F,4,3,4,50,7,260,1,LJACQUES,50,2004
2018,F,5,89,1,7,7,7,1,LJACQUES,50,7
2018,F,2,80,1,1,7,6080,1,LAVILLA,7,6080
2018,F,4,111,1,6029,7,2010,1,AHSANTOS,1537,2012
2018,F,18,20,4,7,7,2006,1,MIPZIMMERMANN,50,2006
2018,F,8,3,4,1,7,7,1,LJACQUES,50,2004
2018,F,9,94,4,50,7,2004,1,LJACQUES,50,2004
2018,F,3,3,1,6029,7,7,1,APPEREIRA,6029,7
2018,F,5,6,1,2010,2010,2010,1,TCRAIMUNDO,2010,2012
2018,F,8,10,1,2004,50,50,1,LJACQUES,50,2004
2018,F,3,10,1,2004,50,50,1,ACRESPALDI,2012,50
2018,F,3,23,1,2008,2008,2008,1,FGCRUZ,2004,2012
2018,F,8,23,,2008,2008,2008,1,GDDASILVA,2012,2004
2018,F,17,44,,1996,1996,1996,1,NELIZA,1537,1996
2018,F,5,44,1,1996,1996,1996,1,BVIEIRA,6080,1996
2018,F,2,44,1,1996,1996,1996,1,CDSILVA,1996,6080
2018,F,9,44,1,1996,1996,1996,1,PREMOR,6080,1996
2018,F,4,23,4,50,7,50,1,LJACQUES,50,2012
2018,F,3,23,,2004,2004,2004,1,ACRESPALDI,2012,2004
2018,F,3,49,4,53,7,7,1,SFLUZ,53,7
2018,F,2,28,,5885,93,5885,1,LDECKER,93,633
2018,F,3,39,1,1539,7,7,1,JSOUZA,1539,7
2018,F,11,6,1,7,7,1793,1,LCAVALLERI,2012,53
2018,F,19,28,,1996,1996,1996,1,SKOCH,1996,6080
2018,F,13,28,1,1996,1996,1996,1,MWENTZ,1996,1537
2018,F,4,28,1,1996,1996,1996,1,CDSILVA,1996,1537
2018,F,8,10,1,50,7,2004,1,AACASTRO,2004,50
2018,F,4,23,1,2004,2004,2004,1,FGCRUZ,2004,2012
2018,F,6,13,1,50,7,2004,1,MMANDRADE,7,50
2018,F,4,13,1,50,7,2004,1,LJACQUES,2004,50
2018,F,12,13,1,50,7,2004,1,LJACQUES,50,633
2018,F,4,110,1,51,51,51,1,SFPEREIRA,51,7
2018,F,3,110,1,51,51,51,1,HMARTINELLI,7,51
2018,F,6,7,,10,10,10,1,LJACQUES,50,10
2018,F,4,2,1,1793,1793,1793,1,NELIZA,7,6029
2018,F,5,2,1,1793,1793,1793,1,APPEREIRA,6029,7
2018,F,9,23,1,2008,2008,2008,1,TBMEDEIROS,2004,2012
2018,F,8,23,1,2008,2008,2008,1,CLCCOSTA,2012,2004
2018,F,6,10,1,50,50,7,1,LJACQUES,50,633
2018,F,36,110,,51,51,51,1,DORIS,51,5895
2018,F,15,110,1,51,51,51,1,MMANDRADE,7,51
2018,F,14,110,1,51,51,51,1,SFPEREIRA,51,7
2018,F,22,110,,51,51,51,1,AHSANTOS,1537,51
2018,F,2,110,1,51,51,51,1,DORIS,51,7
2018,F,10,80,1,7,7,7,1,MMANDRADE,7,7
2018,F,12,80,1,7,7,7,1,SRPATRICIO,7,2012
2018,F,7,80,4,6080,6080,6080,1,BVIEIRA,1,6080
2018,F,3,80,1,6080,6080,6080,1,BVIEIRA,1,6080
2018,F,3,10,1,50,50,50,1,WBALSAMO,1793,50
2018,F,4,10,1,50,50,50,1,PPASSOLD,50,633
2018,F,4,78,,1,7,7,1,SRPATRICIO,7,498
2018,F,3,74,1,1793,1793,1793,1,SFLUZ,6230,7
2018,F,4,74,4,1793,1793,1793,1,SFLUZ,7,50
2018,F,5,79,1,1537,7,1537,1,GERSON,51,2002
2018,F,3,79,1,1537,7,1537,1,SRPATRICIO,6027,7
2018,F,12,44,1,1996,1996,1996,1,MWENTZ,1996,6080
2018,F,4,39,1,6029,7,7,1,JSOUZA,1539,7
2018,F,6,110,1,51,51,51,1,GERSON,51,5901
2018,F,5,44,,10,10,10,1,EMMFILHO,5893,2018
2018,F,4,80,1,7,7,7,1,REBSOUZA,32,633
2018,F,9,80,4,7,7,7,1,RKRAUS,2012,93
2018,F,3,80,4,1,7,6080,1,JOFERNANDES,1,6080
2018,F,9,110,4,51,51,51,1,GERSON,51,93
2018,F,24,110,1,51,2002,2002,1,BBRIBEIRO,2002,5901
2018,F,12,110,1,51,2002,2002,1,EDORIGATTI,2002,633
2018,F,7,110,1,51,2002,2002,1,EDORIGATTI,2002,1537
2018,F,14,110,1,51,2002,2002,1,MTCESCONETO,633,2002
2018,F,6,80,4,1,7,6080,1,PREMOR,7,6080
2018,F,6,10,1,50,7,2004,1,PPASSOLD,50,2004
2018,F,4,10,1,50,7,2004,1,VASILVA,2004,7
2018,F,8,110,1,51,51,51,1,MTCESCONETO,633,10
2018,F,17,110,1,51,51,51,1,NELIZA,1537,6027
2018,F,29,110,,51,51,51,1,MCARVALHO,92,2002
2018,F,23,110,1,51,51,51,1,FPGCOSTA,51,633
2018,F,20,110,1,51,51,51,1,TRECH,2002,92
2018,F,13,110,1,51,51,51,1,AVPEREIRA,2002,92
2018,F,10,110,1,51,51,51,1,MMANDRADE,1537,6027
2018,F,6,110,1,51,51,51,1,NRFERNANDES,2002,92
2018,F,4,10,1,2004,50,50,1,VASILVA,50,1793
2018,F,2,39,4,1539,7,7,1,NELIZA,7,1539
2018,F,14,44,1,1996,1996,1996,1,JBOMBASAR,1996,92
2018,F,11,44,1,1996,1996,1996,1,MMANDRADE,1537,1996
2018,F,4,6,,2010,2010,2010,1,ISRICARTE,2012,2010
2018,F,4,109,1,7,7,1793,1,WBALSAMO,1793,50
2018,F,5,10,1,2004,50,2004,1,AACASTRO,2004,633
2018,F,94,110,1,51,51,51,1,GERSON,5901,51
2018,F,102,110,1,51,51,51,1,FPGCOSTA,5901,51
2018,F,74,110,1,51,51,51,1,HVMAZZOLA,51,1537
2018,F,90,110,1,51,51,51,1,JCCONRADO,5901,92
2018,F,23,110,1,51,51,51,1,YCOSTA,5895,51
2018,F,6,44,4,10,10,10,1,BFGONZAGA,2018,10
2018,F,10,10,4,2004,50,50,1,MTCESCONETO,633,50
2018,F,5,80,4,6080,6080,6080,1,BVIEIRA,1,6080
2018,F,16,20,4,2006,2006,2006,1,LJACQUES,50,2004
2018,F,6,20,1,2006,2006,2006,1,JTRES,2006,50
2018,F,9,6,1,6029,7,1793,1,MMANDRADE,7,27
2018,F,4,110,,51,51,51,1,DBRISTOT,1835,1006
2018,F,7,2,1,1793,1793,1793,1,MTCESCONETO,633,50
2018,F,8,6,1,2010,2010,2010,1,MMDASILVA,2010,2012
2018,F,3,6,1,2010,2010,2010,1,MMANDRADE,1537,7
2018,F,3,10,1,7,7,2004,1,PPASSOLD,50,2004
2018,F,8,10,1,7,7,2004,1,AACASTRO,50,2010
2018,F,3,23,1,2008,2008,2008,1,AACASTRO,2004,2012
2018,F,5,20,1,50,7,2004,1,JSOUZA,7,50
2018,F,10,20,1,50,7,2004,1,DDURIEUX,2010,2004
2018,F,9,20,1,50,7,2004,1,LJACQUES,50,2010
2018,F,3,20,1,50,7,2004,1,PPASSOLD,50,2004
2018,F,7,23,,2004,2004,2004,1,ISRICARTE,2012,2004
2018,F,18,17,,2006,2006,2006,1,PPASSOLD,50,2006
2018,F,11,17,1,2006,2006,2006,1,LJACQUES,2006,50
2018,F,4,17,1,2006,2006,2006,1,EKZAPPELINI,50,2006
2018,F,3,97,1,1788,51,51,1,BBROGNOLI,5901,92
2018,F,8,80,1,7,7,1788,1,FCORAL,2127,1788
2018,F,2,10,1,2004,2004,2004,1,AACASTRO,2004,50
2018,F,2,110,1,51,1996,1996,1,KSANHAIA,1996,6080
2018,F,4,10,1,50,7,2004,1,LJACQUES,2004,50
2018,F,30,110,,51,51,51,1,SLKRAESKI,92,2002
2018,F,10,110,1,51,51,51,1,CSILVANO,1006,2002
2018,F,22,110,1,51,51,51,1,MTCESCONETO,633,2002
2018,F,20,110,1,51,51,51,1,MTCESCONETO,633,50
2018,F,7,110,1,51,51,51,1,SSAMORIM,2002,1788
2018,F,4,109,1,7,50,7,1,SRPATRICIO,7,50
2018,F,3,80,1,1,7,7,1,NELIZA,1539,7
2018,F,13,7,1,10,10,10,1,SDMARCOS,633,50
2018,F,3,97,1,6211,51,51,1,AVPEREIRA,2002,92
2018,F,5,97,1,6211,51,51,1,AVPEREIRA,2002,633
2018,F,6,10,1,50,2004,50,1,SDMARCOS,633,50
2018,F,5,10,1,50,2004,50,1,LJACQUES,50,633
2018,F,2,39,1,1,7,452,1,SRPATRICIO,7,1539
2018,F,2,39,1,1,7,1572,1,SRPATRICIO,7,1539
2018,F,2,101,1,1,7,1,1,SFLUZ,7,6027
2018,F,6,44,4,10,10,10,1,VAMARAL,10,5893
2018,F,10,17,1,2006,2006,705,1,LJACQUES,50,2006
2018,F,3,17,1,2006,2006,705,1,LJACQUES,50,7
2018,F,4,17,1,2006,2006,1095,1,MMANDRADE,7,50
2018,F,2,107,,6080,53,6080,1,ILIMA,53,6080
2018,F,2,80,4,6080,7,6080,1,MMANDRADE,7,6080
2018,F,6,10,1,50,7,2004,1,VASILVA,2004,7
2018,F,5,110,1,51,51,51,1,ACFREITAS,5901,1006
2018,F,2,80,1,50,7,50,1,MMANDRADE,7,7
2018,F,4,80,1,50,7,50,1,YFERREIRA,50,2010
2018,F,3,80,1,50,7,50,1,MMANDRADE,7,50
2018,F,2,91,1,6227,2002,6227,1,MGHENRIQUE,2002,51
2018,F,7,91,4,6227,2002,6227,1,PREMOR,6080,2002
2018,F,8,110,1,51,51,51,1,CSILVANO,1006,5901
2018,F,9,110,1,51,51,51,1,TLSANTOS,5901,92
2018,F,2,80,,1,7,6000,1,MMANDRADE,7,6029
2018,F,5,23,1,2004,2004,2004,1,ISRICARTE,2012,2004
2018,F,19,110,1,51,51,51,1,YCOSTA,5895,7
2018,F,8,89,1,50,7,197,1,MMANDRADE,7,50
2018,F,11,89,4,50,7,197,1,SLKRAESKI,53,2012
2018,F,7,29,4,1,7,1791,1,MTCESCONETO,633,1791
2018,F,3,29,1,1,7,1791,1,VAGUIAR,1791,7
2018,F,2,78,,1,7,7,1,NELIZA,7,498
2018,F,5,10,1,7,7,2004,1,VPARGENDLER,50,2004
2018,F,8,80,,7,7,1788,1,FPGCOSTA,51,2002
2018,F,3,80,1,7,7,1788,1,AHSANTOS,1537,1788
2018,F,2,39,1,1539,7,241,1,NELIZA,7,1539
2018,F,13,80,1,1,7,7,1,MMARTINS,50,2012
2018,F,14,80,1,1,7,7,1,TMBATISTA,2012,50
2018,F,11,80,1,1,7,7,1,MMANDRADE,7,53
2018,F,9,10,1,50,7,2004,1,AACASTRO,2004,633
2018,F,3,16,1,6029,7,7,1,MMANDRADE,6029,7
2018,F,8,4,4,50,50,7,1,MMARTINS,50,2012
2018,F,7,4,1,50,50,7,1,NELIZA,1537,50
2018,F,12,17,4,2006,2006,2006,1,SAKOERICH,2004,2006
2018,F,11,17,1,2006,2006,2006,1,RRZDASILVA,2006,2004
2018,F,9,19,1,6029,7,7,1,LJACQUES,50,2004
2018,F,17,19,1,6029,7,7,1,APPEREIRA,6029,50
2018,F,16,19,1,6029,7,7,1,MMANDRADE,7,6029
2018,F,10,19,1,6029,7,7,1,LJACQUES,2004,50
2018,F,4,44,1,10,10,10,1,SAMSILVA,10,5893
2018,F,2,17,1,6230,50,50,1,LJACQUES,50,7
2018,F,5,17,1,6230,50,50,1,PPASSOLD,50,2004
2018,F,6,2,1,50,7,2006,1,LJACQUES,50,2012
2018,F,2,20,1,50,50,7,1,LJACQUES,50,7
2018,F,5,80,1,1,7,7,1,SRPATRICIO,1,7
2018,F,9,80,,1,7,7,1,LFIGUEIRO,83,6215
2018,F,3,29,1,1791,1791,192,1,JSOUZA,7,7
2018,F,10,4,1,6230,6230,6230,1,LJACQUES,50,6230
2018,F,7,4,1,6230,6230,6230,1,WBALSAMO,6230,50
2018,F,16,4,1,6230,6230,6230,1,LJACQUES,50,6230
2018,F,5,79,1,1537,7,7,1,SRPATRICIO,6027,7
2018,F,6,80,4,7,7,7,1,MFTONINI,6020,1537
2018,F,9,17,1,2006,2006,2006,1,MMANDRADE,7,50
2018,F,8,10,1,50,7,2004,1,SDCARDOSO,2010,2004
2018,F,47,110,1,51,51,51,1,YCOSTA,5895,5901
2018,F,27,110,1,51,51,51,1,CRODRIGUES,2002,51
2018,F,19,110,1,51,51,51,1,MSCOSTA,5895,2002
